product_name,brands,nutriscore_grade,nova_group,allergens,energy_kcal,fat_100g,saturated_fat_100g,carbs_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,contains_gluten,contains_dairy,contains_nuts,contains_soy,contains_eggs,contains_fish,category,subcategory
Crispy Strawberry Muesli,Golden Bridge,C,4,gluten,431.0,12.0,1.7,68.0,21.0,7.1,9.8,0.01,0.004,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Lindt Lait Extra Fin,Lindt,E,4,"gluten, milk, soybeans",545.0,32.0,19.0,56.0,55.0,4.1,7.0,0.25,0.1,True,True,False,True,False,False,Snacks,Cocoa And Its Products
Special K Red Berries,Special K,C,3,gluten,390.0,1.4,0.3,83.0,16.0,6.6,8.0,0.725,0.29,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Soft White Thick,Hovis,C,4,"gluten, soybeans",234.0,1.6,0.4,44.6,3.4,2.4,8.8,0.885,0.354,True,False,False,True,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Flakes Fruit Fibre,Crownfield,D,4,"apple, banana, gluten, nuts",372.0,3.75,2.25,72.0,26.0,10.5,7.5,0.712,0.285,True,False,True,False,False,False,Plant Based Foods And Beverages,Breakfasts
Pick Up Choco X,Tet,E,4,"eggs, gluten, milk, nuts, soybeans",511.0,26.0,15.0,61.0,35.0,2.8,6.9,0.196,0.0784,True,True,True,True,True,False,Snacks,Biscuits And Cakes
Tuna In Tomato,Pescamar,D,0,fish,214.0,14.0,1.7,1.9,1.6,0.0,19.0,2.5,1.0,False,False,False,False,False,False,Seafood,Canned Foods
Wholegrain Rice,Tesco,B,3,unknown,153.0,1.44,0.24,30.2,0.24,1.84,3.92,0.08,0.032,False,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Vanilla Meal Replacement,Huel,NOT-APPLICABLE,4,"gluten, nuts",80.0,3.8,0.8,6.8,0.9,1.2,4.0,0.14,0.056,False,False,False,False,False,False,Meals,Meal Replacements
Breakfast Cocoa With Choc Chips,Belvita,D,4,"gluten, milk, soybeans",439.0,14.0,3.6,66.0,27.0,6.8,7.9,0.62,0.248,True,True,False,True,False,False,Snacks,Biscuits And Cakes
Seed Sensations Bread,Hovis,B,4,"gluten, nuts, soybeans",278.0,6.6,0.6,42.0,3.8,5.3,10.0,0.88,0.352,True,False,False,True,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Organic Tamari Soy Sauce,Yutaka,E,3,soybeans,70.0,0.2,0.0,5.0,0.4,0.6,12.0,17.7,7.08,False,False,False,True,False,False,Condiments,Soy Sauces
Ezekiel Flourless Sprouted Grain Bread,Ezekiel,B,4,"gluten, soybeans",80.0,0.5,0.0,15.0,0.0,3.0,4.0,0.1875,0.075,True,False,False,True,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Dazzling Dates,Whitworths,UNKNOWN,3,unknown,267.0,0.667,0.9,58.7,58.0,7.67,2.33,0.46699999999999997,0.187,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Red Kidney Beans In Water Mild Firm,Napolina,A,4,unknown,109.0,0.5,0.0,16.2,0.0,6.2,6.9,0.05,0.02,False,False,False,False,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Organic Greek Yogurt Plain,Kirkland Signature,A,1,milk,100.0,0.0,0.0,7.0,4.0,0.0,18.0,0.0001625,6.5e-05,False,True,False,False,False,False,Dairies,Fermented Milk Products
Green Pesto Sauce,Sainsburys,C,4,"eggs, milk, nuts, soybeans",312.0,28.4,4.0,8.4,2.3,3.0,4.3,1.0725,0.429,False,True,True,False,True,False,Condiments,Pasta Sauces
Dark Chocolate Nuts Sea Salt,Kind,NOT-APPLICABLE,4,"milk, nuts, peanuts, soybeans",543.0,38.0,6.7,27.0,16.0,15.0,17.0,0.71,0.284,False,True,True,True,False,False,Snacks,Bars
Filled Figs,Gerbl,B,4,gluten,358.0,11.0,0.9,67.0,2.6,5.6,4.6,0.48,0.192,True,False,False,False,False,False,Snacks,Biscuits And Cakes
Bisto Chicken Gravy,Bisto,E,4,"nuts, soybeans",400.0,15.6,10.5,61.6,16.7,2.1,2.2,11.7025,4.681,False,False,False,True,False,False,Condiments,Meat Based Sauces
Aldi Very Berry Muesli,Specially Selected,C,4,"gluten, milk, nuts",355.0,5.2,0.8,65.1,27.1,7.7,8.0,0.03,0.012,True,True,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Light Coconut Milk,Blue Dragon,E,4,nuts,62.0,6.2,5.1,1.4,1.0,4.8,0.5,0.1575,0.063,False,False,False,False,False,False,Plant Based Foods And Beverages,Plant Based Foods
Jordans Super Berry Granola,Jordans,C,4,"gluten, nuts",420.0,12.0,1.6,64.0,18.0,6.7,11.0,0.03,0.012,True,False,True,False,False,False,Plant Based Foods And Beverages,Breakfasts
Sweet And Salted Popcorn,Tesco,D,4,unknown,506.0,26.2,2.1,58.5,22.6,6.0,6.0,1.17,0.468,False,False,False,False,False,False,Snacks,Sweet Snacks
Fat Free Greek Style Natural Yogurt,Milbona,A,1,milk,68.0,0.2,0.2,9.2,9.2,0.6,8.8,0.188,0.075,False,True,False,False,False,False,Dairies,Fermented Milk Products
Lentil Chips,Snackrite,D,3,unknown,478.0,21.4,1.9,60.4,0.6,2.5,9.6,1.6825,0.673,False,False,False,False,False,False,Snacks,Appetizers
Proper Porker British Pork Sausages,The Jolly Hog,D,4,"gluten, sulphites, sulphur-dioxide-and-sulphites",295.0,22.3,7.8,4.3,0.5,1.4,19.0,1.41,0.564,False,False,False,False,False,False,Meats And Their Products,Sausages
Pescada,Pescada,A,0,fish,464.0,43.5,0.0,0.2,0.0,0.0,18.0,0.5,0.2,False,False,False,False,False,False,Seafood,Fishes
Soft White Pittas,Village Bakery,C,3,gluten,251.0,0.9,0.3,49.0,1.7,3.5,9.5,0.96,0.384,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Milk,Milk,B,0,milk,45.0,1.5,1.0,4.9,0.0,0.0,3.1,0.0,0.0,False,False,False,False,False,False,Dairies,Milks
Red Lentil Beetroot Fusilli,The Foodie Market,A,1,unknown,180.0,1.3,0.1,46.0,2.3,7.7,13.0,0.05,0.02,False,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Vache Qui Rit,Vache Qui Rit,D,0,milk,230.0,18.0,12.0,6.5,6.5,0.0,10.5,1.7,0.68,False,False,False,False,False,False,Dairies,Fermented Milk Products
Kefir,Lactel,B,3,milk,42.0,1.5,1.1,3.8,3.6,0.0,3.3,0.1,0.04,False,True,False,False,False,False,Beverages,Fermented Foods
Colaimo Le Lait,Colaimo Le Lait,UNKNOWN,0,milk,58.0,3.0,0.9,4.3,4.3,4.8,3.0,0.46699999999999997,0.187,False,False,False,False,False,False,Plant Based Foods And Beverages,Plant Based Foods
Oulmes,Oulmes,A,1,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Waters
Granulated Sugar,Sucre,UNKNOWN,0,unknown,350.0,5.2,0.9,40.0,3.6,4.8,8.0,0.46699999999999997,0.187,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Zohor,Zohor,C,2,unknown,900.0,100.0,12.0,0.0,0.0,4.8,0.0,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Fats
Oxyde De Zinc,Oxyde,UNKNOWN,0,unknown,350.0,5.2,0.9,40.0,3.6,4.8,8.0,0.46699999999999997,0.187,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Sucre,Sucre,UNKNOWN,4,"nuts, soybeans",582.9,33.8,5.7,63.2,56.3,2.9,1.4,0.75,0.3,False,False,False,False,False,False,Breakfasts,Sweet Spreads
Lightly Salted Corn Cakes,Rivercote,C,3,unknown,384.0,1.4,0.2,85.0,0.5,1.7,7.0,0.31,0.124,False,False,False,False,False,False,Meats And Their Products,Meats
"Natural Mineral Water, Naturally Carbonated",Borsec,A,1,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Waters
Fondu Khayrat P,Fondu,UNKNOWN,0,milk,133.1,8.05,5.1,4.4,3.6,0.0,5.4,0.14,0.056,False,False,False,False,False,False,Dairies,Fermented Milk Products
Activia Selection,Danone,C,0,milk,98.0,3.2,2.2,14.0,8.3,0.0,3.2,0.0,0.0,False,True,False,False,False,False,Dairies,Fermented Milk Products
Eau Mineral Cl Aman,Eau,A,1,unknown,40.0,0.2,0.0432,5.4,4.2,0.2,0.4,0.03,0.012,False,False,False,False,False,False,Beverages And Beverages Preparations,Waters
Peach Flavor Here Tea,Lipton,D,4,unknown,13.0,0.0,0.0,3.1,3.0,0.0,0.0,0.03,0.012,False,False,False,False,False,False,Beverages,Tea Based Beverages
Schoko Reis Waffeln,Alnatura,C,3,milk,439.0,14.0,3.2,64.0,21.0,8.6,10.0,0.12,0.048,False,True,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Wholemeal Rusks,"Bio Village, Landmark Brand",C,4,gluten,387.0,6.1,0.7,64.0,5.3,11.0,13.0,1.3,0.52,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Semi Skimmed Milk,Regilait,UNKNOWN,4,"milk, soybeans",430.0,14.0,9.0,45.0,45.0,0.2,31.0,0.93,0.372,False,True,False,True,False,False,Beverages And Beverages Preparations,Dairies
Froot Loops,Kelloggs,D,0,gluten,385.0,3.0,0.9,79.0,25.0,4.3,8.3,1.13,0.452,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Original Coca Cola,Coca Cola,E,4,unknown,42.0,0.0,0.0,10.6,10.6,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Carbonated Drinks
Moutarde Douce Fine Douce,Amora,E,4,"mustard, sulphites, sulphur-dioxide-and-sulphites",222.0,19.0,1.8,5.8,4.3,1.8,5.3,4.3,1.72,False,False,False,False,False,False,Condiments,Mustards
St Hubert Bio G Doux Sans Huile De Palme,"St Hubert, St Hubert Bio, St Hubert Bio Vegetal",D,4,"nuts, soybeans",495.0,55.0,20.0,0.0,0.0,4.8,0.0,0.45,0.18,False,False,True,True,False,False,Plant Based Foods And Beverages,Fats
Miel Lapiculteur De Nos Terroirs,Michaud Yves,E,2,unknown,539.0,30.9,5.7,57.5,56.3,2.9,5.86,0.106,0.0424,False,False,False,False,False,False,Breakfasts,Sweet Spreads
Yaourt Nature,Malo,A,1,milk,53.0,1.0,0.6,6.7,6.7,0.0,4.3,0.16,0.064,False,True,False,False,False,False,Dairies,Fermented Milk Products
Rice Cakes Milk Chocolate Coconut,Sondey,E,4,"milk, sesame-seeds, soybeans",488.0,24.6,15.1,58.1,26.7,4.8,6.9,0.29,0.116,False,True,False,True,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Tartelettes Chocolat Caramel,Bonne Maman,E,4,"eggs, gluten, milk, soybeans",493.0,23.3,13.3,64.0,38.0,2.0,6.67,0.71,0.284,True,True,False,True,True,False,Snacks,Biscuits And Cakes
Pur Jus De Citron,"Organic Garden, La Nature",B,1,unknown,31.0,0.8,0.2,1.7,1.7,0.0,0.0,0.01,0.004,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Pet Cl Oasis Tropical,"Oasis,Oasis Tropical",D,4,orange,28.0,0.0,0.0,6.6,6.6,0.2,0.1,0.03,0.012,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Soja Nature Sans Sucres,Sojasun,B,1,soybeans,32.0,1.8,0.3,0.5,0.5,0.2,3.3,0.07,0.028,False,False,False,True,False,False,Beverages And Beverages Preparations,Beverages
Pitted Agen Prunes,Master Prunille,C,0,unknown,232.0,0.2,0.1,50.0,35.0,7.9,1.6,0.02,0.008,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Cocktail Tropical Multivitamin,Pago,C,1,"abricot, citron, orange",350.0,0.5,0.1,11.0,11.0,4.8,0.5,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Plant Based Beverages
Oriental Tabbouleh Mint Tip,Carrefour,C,4,gluten,179.0,6.3,0.6,25.0,5.6,2.2,4.4,0.98,0.392,True,False,False,False,False,False,Meals,Savory Semolina Dishes
Whole Wheat Flour T,Francine,A,0,gluten,337.0,2.2,0.2,63.9,2.0,9.5,10.7,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Knorr Dehydrated Forest Mushroom Onion Soup Servings,Knorr,C,4,"celery, eggs, gluten, milk, mustard, sesame-seeds, soybeans",392.0,13.0,7.6,59.0,12.0,1.9,7.6,5.7,2.28,True,True,False,False,True,False,Meals,Soups
"Nescaf Nes, Soluble Coffee, Box Of Sticks G Each",Nestl,UNKNOWN,1,unknown,118.0,0.2,0.1,3.1,3.1,34.1,7.8,0.3,0.12,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Whole Grain Toasted Bread Low In Salt And Sugar,"Hacendado,Anitin",A,4,gluten,388.0,5.7,0.6,61.0,2.9,10.9,17.7,0.2,0.08,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Andalusian Style Fish With Saffron Rice And Grilled Zucchini,Marie,B,3,"celery, crustaceans, eggs, fish, gluten, milk, molluscs, mustard, soybeans",104.0,3.7,0.6,9.7,1.1,1.0,7.5,0.61,0.244,True,True,False,False,True,True,Meals,Rice Dishes
Sirop Dagave,Sunny Bio,D,0,unknown,320.0,0.5,0.1,80.0,79.0,0.0,0.5,2.5e-05,1e-05,False,False,False,False,False,False,Sweeteners,Simple Syrups
Scold,Hacendado,D,3,"gluten, sesame-seeds",448.0,15.0,2.3,65.0,2.6,3.7,11.8,1.8,0.72,True,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Tomate Frito Con Aceite De Oliva,Hacendado,B,4,unknown,77.0,3.5,0.3,9.5,6.9,0.7,1.5,1.0,0.4,False,False,False,False,False,False,Condiments,Meal Sauces
Cereal And Sunny Vegetable Pancake,Bjorg,B,3,"gluten, soybeans",140.0,5.8,0.7,17.0,2.3,3.3,3.4,0.675,0.27,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
St Hubert Omega Bio G Doux,"St Hubert, St Hubert Bio, St Hubert Omega",D,4,soybeans,495.0,55.0,20.0,0.0,0.0,0.0,0.0,0.45,0.18,False,False,False,True,False,False,Plant Based Foods And Beverages,Fats
Crackers Integrales,Galbusera,C,3,"gluten, sesame-seeds, soybeans",430.0,12.6,1.3,64.9,2.0,6.5,11.0,1.75,0.7,True,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Dark Chocolate Tasting Bar G,"Ivoria, Les Creations",D,3,"amandes-amygdalus-communis-l, eggs, et-produits-a-base-de-ces-cereales, et-produits-a-base-de-ces-noix-macadamia-ternifolia, gluten, milk, noisettes-corylus-avellana, noix-de-pecan-et-produits-a-base-de-noix-de-pecan-carya-illinoiesis-wangenh-k-koch, nuts, pistaches-pistacia-vera, soybeans",607.0,49.0,30.0,22.0,13.0,14.0,11.0,0.0,0.0,True,True,True,True,True,False,Snacks,Cocoa And Its Products
Hanuta Er Pack,Ferrero,E,4,"gluten, milk, nuts, soybeans",541.0,31.8,13.6,54.1,42.7,4.1,7.73,0.0002375,9.5e-05,True,True,True,True,False,False,Snacks,Biscuits And Cakes
Peanut Butter,Prozis,A,1,"nuts, peanuts",629.0,51.0,5.5,13.0,5.2,6.8,26.0,0.05,0.02,False,False,True,False,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Chips Craquante Sel Brets,Brets,C,3,unknown,540.0,34.0,2.7,50.0,0.5,4.9,6.1,0.6,0.24,False,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Pain De Table Bio Aux Graines De Lin Tournesol G,The Baker,C,4,"gluten, soybeans",320.0,11.0,1.1,43.0,3.7,5.3,9.6,1.0,0.4,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Sliced Pineapple In Light Syrup,Freshona,A,1,unknown,56.0,0.5,0.0,13.0,13.0,1.0,0.5,0.01,0.004,False,False,False,False,False,False,Plant Based Foods And Beverages,Canned Foods
"Alpro Sojadrink Original Fresh Mit Calcium, L,",Alpro,B,4,soybeans,39.0,1.8,0.3,2.5,2.5,0.5,3.0,0.08,0.032,False,False,False,True,False,False,Beverages And Beverages Preparations,Beverages
Chipsfrisch Ungarisch,Funny Frisch,D,4,unknown,533.0,33.0,3.0,49.0,2.5,4.5,6.0,1.5,0.6,False,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Small Whole Grain Oat Flakes,Carrefour Bio,A,1,"gluten, mustard, sesame-seeds, soybeans",373.0,7.9,1.3,60.0,1.0,10.0,11.0,0.01,0.004,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Panzani Sauce Provencale Nat G F,Panzani,A,4,unknown,55.0,1.7,0.3,7.7,6.3,1.3,1.5,0.99,0.396,False,False,False,False,False,False,Condiments,Sauces
Smoky Ham Free Slices,Quorn,A,4,mycoprotein,101.0,2.5,0.6,1.7,0.3,8.5,13.5,1.7,0.68,False,False,False,False,False,False,Plant Based Foods And Beverages,Meat Alternatives
Whole Wheat Rusks No Added Sugar Or Salt,Carrefour Bio,A,4,"eggs, gluten, milk",383.0,3.5,0.4,69.0,3.0,9.9,14.0,0.02,0.008,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Buldak Artificial Spicy Chicken Flavor Ramen,Buldak,UNKNOWN,4,"celery, eggs, fish, gluten, milk, molluscs, mustard, nuts, peanuts, sesame-seeds, soybeans",423.0,15.4,7.69,64.6,3.85,2.31,6.15,2.56,1.02,True,True,True,True,True,True,Plant Based Foods And Beverages,Cereals And Potatoes
Meridian Crunchy Almond Butter,Meridian,A,1,nuts,650.0,56.0,4.4,6.5,4.0,12.0,25.0,0.0,0.0,False,False,True,False,False,False,Plant Based Foods And Beverages,Spreads
Whipped Cream,Ideal,D,4,milk,552.0,32.0,32.0,68.0,0.0,0.0,4.0,0.37,0.148,False,True,False,False,False,False,Desserts,Cooking Helpers
Double,Elmlea,D,4,"milk, nuts, soybeans",295.0,31.0,22.0,3.2,3.0,0.0,1.8,0.0975,0.039,False,True,False,True,False,False,Dairies,Creams
Light,Benecol,D,4,milk,330.0,35.0,5.0,5.0,0.0,0.0,0.0,2.0,0.8,False,False,False,False,False,False,Plant Based Foods And Beverages,Fats
Salted Butter,Cowbelle,E,2,milk,745.0,82.0,54.0,1.0,0.7,0.5,0.9,1.48,0.59,False,True,False,False,False,False,Dairies,Spreads
Greek Style Yogurt,Morrisons,C,1,milk,102.0,7.6,5.1,4.2,4.2,0.5,4.0,0.00025,0.0001,False,False,False,False,False,False,Dairies,Fermented Milk Products
Crispy Minis Imp,Weetabix,A,4,"gluten, milk, nuts, peanuts",374.0,3.9,0.7,69.0,18.0,9.8,11.0,0.17,0.068,True,False,True,False,False,False,Plant Based Foods And Beverages,Breakfasts
Organic Chocolate Stars,Freee,D,3,milk,405.0,4.5,2.5,82.0,24.0,3.5,6.6,0.29,0.116,False,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
"Dried Prunes, Pitted And Ready To Eat","The Foodie Market, Aldi",C,3,not-indicated,168.0,0.3,0.1,36.5,36.5,5.2,2.3,0.01,0.004,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Smooth Almond Butter,"Maribel,Lidl",A,1,nuts,631.0,52.2,3.3,6.6,3.6,8.3,29.6,0.01,0.004,False,False,True,False,False,False,Plant Based Foods And Beverages,Spreads
Fennel Seed Tarallini,Crosta Mollica,D,3,gluten,475.0,20.0,3.0,63.0,1.1,3.8,9.4,1.8,0.72,True,False,False,False,False,False,Snacks,Appetizers
Caramel,Lindt,E,4,milk,520.0,29.0,17.0,56.0,52.0,4.1,5.4,0.3925,0.157,False,True,False,False,False,False,Snacks,Cocoa And Its Products
Rich Creamy Coconut Milk,"Amoy,Alifoods",E,4,nuts,165.0,17.0,15.0,2.9,2.5,0.5,0.5,0.15,0.06,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Honey,Rowse,E,0,unknown,329.0,0.5,0.2,81.5,80.8,0.5,0.5,0.03,0.012,False,False,False,False,False,False,Breakfasts,Sweet Spreads
Balsamic Vinegar Of Modena,Balsamic,NOT-APPLICABLE,2,"sulphites, sulphur-dioxide-and-sulphites",106.0,0.5,0.1,21.0,18.0,0.5,1.1,0.09,0.036,False,False,False,False,False,False,Condiments,Balsamic Vinegars
Onduladas Campesinas,Risi,D,4,unknown,549.0,34.5,4.3,53.5,1.6,0.0,6.0,0.8,0.32,False,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Sweet Salty Popped Crisps,Popworks,C,4,"milk, soybeans",448.0,14.0,1.2,75.0,8.9,4.6,6.7,0.885,0.354,False,False,False,False,False,False,Snacks,Appetizers
Black Beans In Water,Sainsburys,A,4,unknown,106.0,0.8,0.2,13.8,0.5,7.7,7.1,0.02,0.008,False,False,False,False,False,False,Plant Based Foods And Beverages,Legumes And Their Products
"Sweet Potato Pakora With Red Pepper, Cumin And Chilli",Gosh,A,3,unknown,198.0,10.0,0.8,17.0,6.8,6.8,6.0,0.93,0.372,False,False,False,False,False,False,Meat Alternatives,Vegetarian Balls
Well Being Good Night Herbal Tea Sachets,Sultan,UNKNOWN,1,unknown,4.0,0.0,0.0,0.0,0.0,0.2,0.0,0.03,0.012,False,False,False,False,False,False,Beverages And Beverages Preparations,Herbal Teas
Lightest,Mondelez International,A,4,milk,86.7,2.67,1.67,5.0,5.0,0.0,10.7,0.284,0.114,False,True,False,False,False,False,Dairies,Fermented Milk Products
Golden Vegetable,Bens Original,B,4,unknown,151.0,2.2,0.2,29.0,0.9,1.3,3.2,0.4325,0.173,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Fairtrade Instant Hot Chocolate,Clipper,UNKNOWN,4,milk,379.0,3.4,2.1,72.3,70.2,0.0,12.4,0.9,0.36,False,True,False,False,False,False,Beverages And Beverages Preparations,Breakfasts
Flan Parfum Vanille,Ideal,B,4,milk,37.0,0.0,0.0,9.16,7.9,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Dairies,Dairy Desserts
Peach Slices In Juices,Del Monte,B,1,unknown,53.0,0.0,0.0,12.0,12.0,0.4,0.4,0.05,0.02,False,False,False,False,False,False,Plant Based Foods And Beverages,Canned Foods
Carb Lite Wraps,Deli Kitchen,A,4,gluten,230.0,6.4,2.0,29.2,1.6,12.0,13.8,1.0,0.4,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Tomato Ketchup,"Sainsburys, By Sainsburys",C,3,unknown,95.0,0.5,0.1,19.9,19.9,2.3,1.9,0.97,0.388,False,False,False,False,False,False,Condiments,Tomato Sauces
Fawakih Mchmach Khokh,Chergui,E,0,unknown,55.0,0.01,0.01,12.1,10.4,0.2,1.5,0.063,0.0252,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Biggy Tasty,Star,D,0,unknown,291.0,19.7,0.0,26.7,16.0,2.4,1.8,1.82,0.728,False,False,False,False,False,False,Sauce Biggy,Unknown
Simply Chicken Chipolatas,Heck,B,4,sulphites,130.0,2.98,0.877,5.61,1.05,0.0,19.3,1.58,0.632,False,False,False,False,False,False,Meats And Their Products,Sausages
Nutty Super Wholefood Salad,Ms Food,A,3,"gluten, nuts, peanuts, sesame-seeds, soybeans",148.0,7.6,1.0,12.7,1.2,5.6,6.9,0.4925,0.197,True,False,True,True,False,False,Plant Based Foods And Beverages,Meals
Unknown Product,Unknown,UNKNOWN,0,unknown,350.0,5.2,0.9,40.0,3.6,4.8,8.0,0.46699999999999997,0.187,False,False,False,False,False,False,Plant Based Foods And Beverages,Coffees
Original Gut Loving Prebiotic Yoghurt,Bio Me,C,4,milk,80.0,3.1,2.6,7.2,7.2,1.7,4.8,0.1875,0.075,False,True,False,False,False,False,Dairies,Fermented Milk Products
Danone,Danone,UNKNOWN,0,milk,133.1,8.05,5.1,4.4,3.6,0.0,5.4,0.14,0.056,False,True,False,False,False,False,Dairies,Fermented Milk Products
"Spicy Tomato, Lentil And Red Pepper Soup",Sainsburys,A,3,unknown,65.0,1.3,0.1,8.8,3.6,1.8,3.7,0.5,0.2,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Margarina Con Sal,"Tulipan,Flora Food Group",D,4,unknown,531.0,59.0,22.0,0.5,0.5,0.0,0.5,0.9,0.36,False,False,False,False,False,False,Plant Based Foods And Beverages,Fats
Gourmet Raspberry Yogurt,The Collective,C,4,milk,101.0,4.2,2.9,11.4,9.8,0.0,4.6,0.0975,0.039,False,True,False,False,False,False,Dairies,Fermented Milk Products
Barraani,Baraani,E,4,milk,180.0,0.1,0.0,44.5,44.5,0.5,0.5,0.25,0.1,False,False,False,False,False,False,Dairies,Milks
Master Cheesemaker,Master Cheesemaker,UNKNOWN,4,milk,133.1,8.05,5.1,4.4,3.6,0.0,5.4,0.14,0.056,False,True,False,False,False,False,Dairies,Fermented Milk Products
Noir,Biocoop,D,3,nuts,594.0,49.0,31.0,19.0,14.0,19.0,9.4,0.1,0.04,False,False,False,False,False,False,Snacks,Cocoa And Its Products
Matin Chocolat,Gerbl,C,4,"eggs, gluten, milk, sesame-seeds, soybeans",438.0,15.0,2.3,61.0,18.0,9.4,10.0,0.19,0.076,True,False,False,True,False,False,Snacks,Sweet Snacks
"Plant Butter, Spreadable",Flora,D,4,nuts,713.0,79.0,26.0,0.5,0.5,4.8,0.5,1.0825,0.433,False,False,False,False,False,False,Plant Based Foods And Beverages,Fats
Wheat Flour,Farine,E,4,gluten,500.0,30.0,15.0,55.0,5.0,2.4,7.0,3.75,1.5,True,False,False,False,False,False,Danoune,Unknown
Surimi Stick,"Landmark Brand, Ocean Fishing",C,4,"crustaceans, eggs, fish, gluten",115.0,4.3,0.4,11.0,2.9,0.0,8.1,1.3,0.52,True,False,False,False,True,True,Seafood,Fishes
Roquefort Company,"Lactalis, Company",E,3,milk,365.0,31.7,22.5,0.8,0.0,0.0,19.0,8.375,3.35,False,True,False,False,False,False,Dairies,Fermented Milk Products
Fraise,Gerbl,A,4,gluten,76.0,0.0,0.0,13.0,3.2,14.0,0.5,0.03,0.012,True,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Real Little Butter,Lumondelez,E,4,"gluten, milk",440.0,12.0,8.0,72.0,23.2,0.8,8.0,1.38,0.552,True,True,False,False,False,False,Snacks,Biscuits And Cakes
Spaghetti Au Quinoa Persil Ail,"Organic Garden, Organic Garden, La Nature",A,1,"eggs, gluten",381.0,2.2,0.4,76.0,2.1,4.7,12.0,0.025,0.01,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Lait Uht Ecreme Bt L,"The Musketeers, Pastures, Selection Of The Musketeers",B,1,milk,47.0,1.6,1.0,4.8,4.8,0.0,3.3,0.1,0.04,False,True,False,False,False,False,Dairies,Milks
Dark Tasting Cocoa,"Bio Village, Landmark Brand",D,4,"gluten, milk, nuts",560.0,40.0,25.0,34.0,27.0,12.0,10.0,0.1,0.04,False,False,False,False,False,False,Snacks,Cocoa And Its Products
Le Palmier,Bjorg,E,3,"eggs, gluten, milk",508.0,25.0,14.0,62.0,20.0,3.3,7.0,0.83,0.332,True,True,False,False,False,False,Snacks,Sweet Snacks
