product_name,brands,nutriscore_grade,nova_group,allergens,energy_kcal,fat_100g,saturated_fat_100g,carbs_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,contains_gluten,contains_dairy,contains_nuts,contains_soy,contains_eggs,contains_fish,category,subcategory
Very Low Salt Organic Vegetable Stock Cubes,"Kallo Foods Ltd,Kall",UNKNOWN,4,"celery, nuts",9.0,0.5,0.3,0.9,0.2,4.8,0.1,0.1,0.04,False,False,False,False,False,False,Plant Based Foods And Beverages,Condiments
Huile De Tournesol,Lesieur Cristal,C,0,unknown,900.0,100.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Fats
Fondu Or Blanc Cheddar P,Fondu,UNKNOWN,0,milk,133.1,8.05,5.1,4.4,3.6,0.0,5.4,0.14,0.056,False,False,False,False,False,False,Dairies,Fermented Milk Products
Capri Choco,Excelo,E,4,"eggs, gluten, milk, nuts, peanuts, soybeans",504.0,22.0,10.8,71.0,33.0,4.1,4.4,0.3,0.12,True,True,True,True,False,False,Snacks,Biscuits And Cakes
Excellence Black Delicate Sweet Cocoa,Lindt Excellence,E,3,nuts,603.0,55.0,33.0,19.0,14.0,4.1,8.9,0.03,0.012,False,False,False,False,False,False,Snacks,Cocoa And Its Products
Hipro Saveur Vanille,Danone,NOT-APPLICABLE,4,milk,53.0,0.1,0.1,3.6,3.1,0.0,9.4,0.09,0.036,False,True,False,False,False,False,Dairies,Fermented Milk Products
Noir Degustation Caramel,J D Gross,E,4,"milk, soybeans",544.0,36.8,22.4,41.6,35.2,9.6,7.2,0.16,0.064,False,True,False,True,False,False,Snacks,Cocoa And Its Products
Ice Tea,Lipton,D,4,unknown,3.0,0.0,0.0,3.1,3.0,0.0,0.0,0.03,0.012,False,False,False,False,False,False,Beverages,Tea Based Beverages
La Madeleine Pur Beurre,Bonne Maman,E,4,"eggs, gluten, milk, nuts, soybeans",435.0,25.0,16.0,46.0,29.0,1.3,5.9,0.86,0.344,True,True,True,True,True,False,Snacks,Biscuits And Cakes
Rusks No Added Sugars Whole Wheat,Pasquier,A,4,gluten,384.0,6.2,0.7,62.0,3.4,12.0,14.0,1.1,0.44,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Herta Knacki Veggie Vegetable Sausages X G,Herta,C,4,"eggs, gluten, milk, soybeans",264.2,20.0,1.4,4.0,2.2,2.1,16.0,1.34,0.536,True,False,False,False,True,False,Meat Alternatives,Vegetarian Sausages
Original Doppelrahmstufe,"Philadelphia,Mondelez",D,4,milk,225.0,21.0,14.0,4.3,4.3,0.0,5.4,0.74,0.296,False,True,False,False,False,False,Dairies,Fermented Milk Products
Pan Fiber Sesame Toast,"Hacendado,Biscuit International",A,3,"eggs, gluten, milk, mustard, sesame-seeds, soybeans",391.0,7.6,1.1,60.1,3.0,24.7,13.0,1.13,0.452,True,True,False,True,True,False,Plant Based Foods And Beverages,Cereals And Potatoes
Trigo Espelta Crackers,"Bachman,Bolletje",C,3,gluten,440.0,14.0,1.4,56.0,3.8,14.0,15.0,1.0,0.4,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Sparkling Lemon Flavor,Saskia,B,4,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.004,False,False,False,False,False,False,Beverages And Beverages Preparations,Waters
Soft White,Hovis,C,4,"gluten, soybeans",232.0,1.75,0.25,44.7,3.5,2.5,8.75,0.887,0.355,True,False,False,True,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Sidi Harazem,Sidi,A,1,unknown,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.03,0.012,False,False,False,False,False,False,Beverages And Beverages Preparations,Waters
Dessert Gourmand Choco,Jaouda,C,4,milk,233.0,10.0,0.833,31.7,10.0,1.67,3.33,0.0,0.0,False,True,False,False,False,False,Dairies,Fermented Milk Products
Indoumi Chicken Flavor,Indomie,UNKNOWN,4,gluten,453.0,17.1,8.57,61.4,2.86,2.86,11.4,4.6,1.84,True,False,False,False,False,False,Plant Based Foods And Beverages,Dried Products
Balanced Table Oil,"Lesieur,Cristal",C,4,soybeans,900.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,Fats,Unknown
Bimo,Bimo,E,4,"gluten, soybeans",508.0,24.0,12.0,67.0,20.0,0.7,5.2,0.45,0.18,True,False,False,True,False,False,Snacks,Biscuits And Cakes
Eau De Source Naturelle La Source,Aisha,A,1,unknown,40.0,0.2,0.0432,5.4,4.2,0.2,0.4,0.03575,0.0143,False,False,False,False,False,False,Beverages And Beverages Preparations,Waters
Oreo Original,Oreo,E,4,"gluten, soybeans",472.7272727,19.0,5.4,67.0,35.0,2.9,5.6,0.76,0.304,True,False,False,True,False,False,Snacks,Biscuits And Cakes
Amande,Bjorg,C,3,"milk, nuts",29.0,1.2,0.2,4.6,3.3,0.2,0.5,0.06,0.024,False,False,True,False,False,False,Beverages And Beverages Preparations,Beverages
Lait De Coco,Kara,E,4,unknown,182.0,18.0,17.0,2.9,2.2,0.5,2.0,0.03,0.012,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Blanc De Poulet,Fleury Michon,B,4,celery,100.0,1.6,0.4,0.5,0.5,0.0,21.0,1.475,0.59,False,False,False,False,False,False,Meats And Their Products,Chicken And Its Products
Blueberry Muffin Raw Fruit Nut Bar,Next,D,4,nuts,374.0,11.1,1.71,57.1,48.6,9.43,6.57,0.0714,0.0286,False,False,True,False,False,False,Snacks,Bars
Protein Thin Bagels Seeded Soft Sliced,Warburtons,A,4,"gluten, sesame-seeds, soybeans",256.6666667,3.3,0.7,40.7,3.2,5.0,13.5,0.00225,0.0009,True,False,False,True,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Powdered Preparation For Vanilla Flavored Pastry Cream,Ideal,UNKNOWN,4,sulphur-dioxide-and-sulphites,356.0,0.6,0.0,85.0,0.0,0.0,0.4,0.25,0.1,False,False,False,False,False,False,Cooking Helpers,Pastry Helpers
Asiri Fraise,Danon,E,0,unknown,65.0,1.07,0.89,13.1,8.0,0.2,0.7,0.0,0.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Mayonnaise De Dijon,Amora,C,4,"eggs, mustard",648.0,70.0,5.6,1.6,1.5,0.5,1.2,1.8,0.72,False,False,False,False,True,False,Condiments,Sauces
Benco Original,Benco,E,4,unknown,180.0,1.1,0.667,38.1,37.1,3.19,2.29,0.105,0.0419,False,False,False,False,False,False,Beverages And Beverages Preparations,Snacks
Panzani Sauce Pesto Basilic G,Panzani,E,4,"eggs, milk, nuts",329.0,31.0,4.5,7.9,3.5,1.8,3.8,2.8,1.12,False,True,True,False,True,False,Plant Based Foods And Beverages,Condiments
Wholemeal Pittas,Tesco,A,3,gluten,241.0,1.2,0.2,42.3,2.8,9.7,10.3,0.59,0.236,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Chocao Energie,Chocao,UNKNOWN,4,milk,403.0,22.0,8.0,86.1,26.0,4.1,6.1,0.42,0.168,False,False,False,False,False,False,Snacks,Cocoa And Its Products
Kefir Pur,Mller,B,1,milk,46.0,1.5,1.0,4.1,4.1,0.2,3.4,0.12,0.048,False,True,False,False,False,False,Beverages And Beverages Preparations,Dairies
Crispy Pecan Brazil Nut Muesli,Quaker,B,4,"gluten, milk, nuts",420.0,11.0,1.8,62.0,13.0,13.0,11.0,0.24,0.096,True,False,True,False,False,False,Plant Based Foods And Beverages,Breakfasts
Skyr Nature,Danone,A,1,milk,57.0,0.2,0.1,3.9,3.9,0.0,10.0,0.0896,0.0358,False,True,False,False,False,False,Dairies,Fermented Milk Products
Pringles Sour Cream,"Pringles,Kelloggs",D,4,"gluten, milk, soybeans",517.0,29.0,2.9,56.0,2.1,3.5,6.3,1.2,0.48,True,True,False,False,False,False,Plant Based Foods And Beverages,Snacks
Pistacchi,Alestolidl,A,3,nuts,605.0,49.2,6.3,10.3,5.6,7.6,26.5,0.03,0.012,False,False,True,False,False,False,Plant Based Foods And Beverages,Snacks
"Crunchy Oats And Dark Chocolate, Barres De G",Nature Valley,D,4,"gluten, soybeans",474.0,19.8,3.33,61.4,26.9,6.9,8.81,0.631,0.252,False,False,False,True,False,False,Snacks,Bars
Simply Granola With A Hint Of Honey,Jordans,C,4,gluten,420.4110899,11.0,1.5,66.0,17.0,6.3,11.0,0.03,0.012,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Beurre Planta,Beurre Planta,D,4,nuts,531.0,59.0,22.0,0.5,0.5,4.8,0.5,0.3,0.12,False,False,False,False,False,False,Plant Based Foods And Beverages,Fats
Tomato Passata,Baresa,A,1,unknown,35.0,0.1,0.1,5.0,4.4,2.2,1.8,0.0975,0.039,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Apple Raisin Oat Bars,Deliciously Ella,E,3,"gluten, nuts, rice",426.0,17.4,9.4,59.2,29.0,5.0,5.6,0.28,0.112,True,False,False,False,False,False,Snacks,Bars
Star,Star,NOT-APPLICABLE,2,unknown,144.0,4.0,0.4,7.07,4.0,0.7,1.4,1.7,0.68,False,False,False,False,False,False,Condiments,Wine Vinegars
Pelotazos Futebolas,Cheetos,D,4,milk,520.0,27.8,4.0,61.4,6.5,1.4,5.4,1.6,0.64,False,True,False,False,False,False,Snacks,Appetizers
Cooking Cream,Jaouda,D,4,milk,190.0,18.0,12.7,4.5,0.0,0.0,2.5,0.0,0.0,False,False,False,False,False,False,Dairies,Creme Cuisson
Cola,Schweppes,C,0,unknown,20.0,0.0,0.0432,4.4,4.4,0.2,0.0,0.0325,0.013,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
La Vache Qui Rit,La Vache Qui Rit,D,4,milk,232.0,18.0,12.0,6.5,6.5,0.0,11.0,1.7,0.68,False,True,False,False,False,False,Dairies,Fermented Milk Products
Crempro,Gastro Mixte,UNKNOWN,4,milk,181.0,24.0,5.1,4.6,3.6,0.0,2.6,0.14,0.056,False,True,False,False,False,False,Dairies,Cooking Helpers
Unknown Product,Unknown,UNKNOWN,0,unknown,289.0,6.7,1.4,18.8,4.2,2.4,6.2,0.32,0.128,False,False,False,False,False,False,Shampoing,Unknown
Nutri Avoine Complet,Bjorg,C,4,"eggs, gluten, milk, soybeans",442.0,15.0,1.4,64.0,16.0,7.5,9.1,0.35,0.14,True,False,False,False,True,False,Snacks,Sweet Snacks
Succo Di Limone,"Solevita, Italiamo",B,3,sulphur-dioxide-and-sulphites,28.0,0.5,0.1,2.2,2.2,0.5,0.4,0.01,0.004,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Yogurt Greek Lidl,Pilos,A,1,"fermentos-lacticos, milk",58.0,2.0,1.4,4.0,4.0,0.0,6.0,0.000325,0.00013,False,True,False,False,False,False,Dairies,Fermented Milk Products
Hot Chocolate Powder,Cadbury,E,4,nuts,400.0,9.76,6.43,57.1,54.8,4.05,18.8,0.583,0.233,False,False,False,False,False,False,Beverages And Beverages Preparations,Cocoa And Its Products
Greek Style Yogurt,Tesco,C,1,milk,99.0,7.5,5.1,4.2,4.0,0.0,3.7,0.1,0.04,False,True,False,False,False,False,Dairies,Fermented Milk Products
Mission Deli White Wraps,Auto Extreme,C,4,gluten,313.0,7.05,1.15,52.5,2.13,3.28,8.03,0.775,0.31,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Fusilli,Barilla,A,1,gluten,359.0,2.0,0.5,71.0,3.5,3.0,13.0,0.01,0.004,True,False,False,False,False,False,Plant Based Foods And Beverages,Pastas
Chicken Flavor Instant Noodles,"Yum Yum, Yumyum",C,4,gluten,480.0,23.3,14.3,58.3,2.33,2.5,8.67,6.32,2.53,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Pain De Mie Grandes Tranches Cereales,Master Jean Pierre,B,4,"gluten, lupin, milk, soybeans",290.0,9.4,1.0,38.5,3.4,5.0,10.4,1.0,0.4,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Greek Style Yogurt,Tesco,C,1,milk,98.7,7.5,5.1,4.2,4.2,0.0,3.7,0.0975,0.039,False,True,False,False,False,False,Dairies,Fermented Milk Products
Harvest Morn Wheaties Original,Harvest Morn,A,4,"gluten, milk, nuts, soybeans",370.0,1.8,0.2,70.0,10.9,13.3,11.7,0.27,0.108,True,True,True,True,False,False,Plant Based Foods And Beverages,Breakfasts
Peters Yard Original Sourdough Crackers,Peters Yard,C,3,"gluten, milk",367.0,2.8,1.2,69.0,4.0,8.1,13.0,1.6,0.64,True,True,False,False,False,False,Plant Based Foods And Beverages,Snacks
Nuez Natural Pelada,Hacendado,A,1,nuts,716.0,69.6,6.0,2.2,1.7,6.2,17.0,0.0,0.0,False,False,True,False,False,False,Plant Based Foods And Beverages,Seeds
Chickpea Hummus Classic Recipe,Hacendado,B,3,sesame-seeds,311.0,25.8,3.3,11.1,0.1,8.0,6.0,0.855,0.342,False,False,False,False,False,False,Plant Based Foods And Beverages,Condiments
Omega,St Hubert,C,4,soybeans,468.0,52.0,15.0,0.0,0.0,4.8,0.0,0.42,0.168,False,False,False,True,False,False,Plant Based Foods And Beverages,Fats
Aiguebelle,Aiguebelle,E,4,"milk, soybeans",512.0,39.3,24.4,30.5,25.3,4.1,9.2,0.01,0.004,False,False,False,True,False,False,Snacks,Cocoa And Its Products
Wholemeal Pittas,Sainsburys,C,3,gluten,241.0,1.25,0.179,42.7,2.86,5.18,10.4,1.43,0.571,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Cuetara Digesta Light G Marie Cookies,Cutara,C,4,"eggs, gluten, milk, nuts, soybeans, sulphites, sulphur-dioxide-and-sulphites",406.0,18.0,2.1,59.0,0.0,3.9,6.9,0.85,0.34,True,True,False,False,False,False,Snacks,Biscuits And Cakes
Special Flakes Classic,Crownfield,A,3,"amendoins-e-leite, frutos-de-casca-rija, gluten, pode-conter-vestigios-de-outros-cereais-com-gluten",386.0,1.8,0.3,79.5,8.8,8.1,8.9,0.5125,0.205,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Scotts Porage Oats Original G,Scott,A,1,gluten,374.0,8.0,0.6,60.0,1.0,9.0,11.0,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Pecan Nuts Natural,Alesto Selection,A,0,nuts,725.0,71.4,6.8,4.2,4.1,10.0,11.5,0.01,0.004,False,False,True,False,False,False,Plant Based Foods And Beverages,Nuts And Their Products
Pork Sausages,Finnebrogue,D,4,nuts,227.0,18.0,6.4,0.2,0.2,1.5,15.6,1.31,0.524,False,False,False,False,False,False,Meats And Their Products,Prepared Meats
Yawmi Velvety Pistachio,Danone,C,0,unknown,95.0,3.0,2.0,14.7,9.0,2.4,2.3,0.0,0.0,False,False,False,False,False,False,Yaourt Veloute Pistache,Unknown
Black Delight,Aiguebelle,E,0,nuts,534.0,36.0,22.0,47.0,44.0,4.1,5.2,0.011,0.0044,False,False,False,False,False,False,Snacks,Cocoa And Its Products
Lio Produit,Lio,UNKNOWN,0,unknown,0.0,100.0,14.0,0.0,0.0,4.8,1.0,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Ice Tea Pche,Lipton,D,4,unknown,13.0,0.0,0.0,3.1,3.0,0.0,0.0,0.03,0.012,False,False,False,False,False,False,Beverages,Iced Teas
The Superior Stewed Nitrite Free Conservation,Fleury Michon,C,4,celery,115.0,2.8,1.0,0.5,0.5,0.0,22.0,1.5,0.6,False,False,False,False,False,False,Meats And Their Products,Prepared Meats
Hemani Coconut Oil Pure Natural Ml,Hemani,D,0,unknown,126.0,14.0,13.0,0.7,0.0,4.8,0.0,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Fats
Lait,Jaouda,B,1,milk,191.0,1.5,1.1,4.4,0.0,0.0,3.0,0.0,0.0,False,True,False,False,False,False,Dairies,Milks
Levure Chimique Alsacienne,Alsa,NOT-APPLICABLE,4,gluten,71.0,0.0,0.0,18.0,0.0,0.0,0.011,0.022,0.0088,True,False,False,False,False,False,Food Additives,Poudres A Lever
St Hubert Omega G Doux,"Saint Hubert,St Hubert Omega",C,4,soybeans,468.0,52.0,15.0,0.0,0.0,4.8,0.0,0.42,0.168,False,False,False,True,False,False,Plant Based Foods And Beverages,Fats
"Organic Tofu, Handmade And Beechwood Smoked",The Tofoo Co,A,3,soybeans,146.0,7.7,1.2,1.9,0.1,0.8,16.9,0.4125,0.165,False,False,False,True,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Orangina Et Sa Pulpe,"Orangina, Orangina Schweppes, Schweppes",D,4,orange,42.0,0.0,0.0,10.0,9.8,4.8,0.1,0.01,0.004,False,False,False,False,False,False,Plant Based Foods And Beverages,Plant Based Beverages
Danup Fraise,Danone,C,0,milk,246.0,1.28,1.06,10.1,5.5,0.0,1.75,0.0,0.0,False,True,False,False,False,False,Beverages And Beverages Preparations,Dairies
Unknown Product,Unknown,UNKNOWN,0,unknown,164.0,11.5,8.1,4.2,4.2,0.0,10.9,0.95,0.38,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Rice Krispies,Kelloggs,C,3,gluten,390.0,1.33,0.333,86.7,8.0,3.0,7.0,0.983,0.393,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Nature With Almonds Vegetable Soy Almond,Alpro,A,4,"nuts, soybeans",54.0,2.8,0.4,2.3,2.2,1.1,3.9,0.25,0.1,False,False,True,True,False,False,Plant Based Foods And Beverages,Dairy Substitutes
Chocolat En Poudre,Poulain,E,4,"milk, soybeans",71.0,1.9,1.2,8.7,8.1,1.2,4.0,0.11,0.044,False,False,False,False,False,False,Beverages And Beverages Preparations,Cocoa And Its Products
"Low Sugar, Naturally Gut Loving Granola",Bio Me,A,4,"gluten, nuts",447.0,17.9,3.7,49.7,7.9,17.0,13.2,0.06,0.024,False,False,True,False,False,False,Plant Based Foods And Beverages,Breakfasts
Lipton Yellow Label Tea X,Lipton,UNKNOWN,0,unknown,40.0,0.2,0.0432,5.4,4.2,0.2,0.4,0.03,0.012,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Wraps,Old El Paso,C,4,gluten,299.0,5.2,1.2,53.2,2.1,1.6,9.1,1.0,0.4,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Lemon Flavored Ginger,Gerbl,C,3,"eggs, gluten, lupin, milk, soybeans",456.0,16.0,1.4,67.0,17.0,5.2,8.3,0.44,0.176,True,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Ketchup Ingredients,Amora,C,3,unknown,74.0,0.5,0.1,15.0,14.0,0.7,1.5,0.88,0.352,False,False,False,False,False,False,Condiments,Tomato Sauces
Alpro Plantaardige Variatie Op Yoghurt Nature,Alpro,A,4,"milk, soybeans",51.0,2.3,0.4,2.3,2.2,0.9,4.0,0.24,0.096,False,False,False,True,False,False,Plant Based Foods And Beverages,Dairy Substitutes
High Protein Drink Cacao,Milbona,C,4,milk,64.0,0.3,0.2,5.0,4.9,0.0,10.1,0.1475,0.059,False,True,False,False,False,False,Beverages And Beverages Preparations,Dairies
Greek Style Plain,Alpro,A,4,"fi:kuoritut-soijapavut, milk, nuts, soybeans",65.0,3.3,0.6,2.2,2.2,1.3,5.6,0.325,0.13,False,False,True,True,False,False,Plant Based Foods And Beverages,Dairy Substitutes
"Alpro Almond Drink Unsweetened, L, Fresh",Alpro,B,4,nuts,13.0,1.1,0.1,0.0,0.0,0.4,0.4,0.13,0.052,False,False,True,False,False,False,Beverages And Beverages Preparations,Beverages
Cocoa Powder,Green Blacks,UNKNOWN,1,milk,399.0,20.0,13.0,19.0,0.8,27.0,22.0,0.05,0.02,False,False,False,False,False,False,Cocoa And Its Products,Cocoa Powders
Yaourt Grec,Jaouda,D,0,milk,150.0,8.0,8.0,16.1,16.1,0.0,3.3,0.0,0.0,False,False,False,False,False,False,Dairies,Fermented Milk Products
Piadina Midi Flatbread,Piadina,E,3,gluten,298.0,8.25,3.75,45.0,5.25,3.75,8.0,3.75,1.5,True,False,False,False,False,False,Midi Flatbread,Unknown
Enmer,Cosumar,E,0,unknown,400.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Sweeteners,Cane Sugar
Unknown Product,Unknown,UNKNOWN,0,unknown,289.0,6.7,1.4,18.8,4.2,2.4,6.2,0.32,0.128,False,False,False,False,False,False,Coca Cola,Unknown
Loriginal Tartare Ail Fines Herbes,"Fromarsac, Savencia, Tartare",D,3,milk,348.0,34.5,24.5,2.3,2.3,0.0,7.0,1.1,0.44,False,True,False,False,False,False,Dairies,Fermented Milk Products
Tartines Craquantes Sarrasin,Organic Organic Garden,A,3,unknown,362.0,2.3,0.7,72.0,1.0,4.5,11.0,0.57,0.228,False,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Copos De Avena Fiocchi Davena,Carrefour,A,1,"avoine, gluten",372.0,7.0,1.3,59.0,0.7,10.0,14.0,0.0,0.0,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Philadelphia Original,"Philadelphia,Mondelez",D,4,milk,249.0,25.0,16.0,2.8,2.8,0.2,3.7,1.06,0.424,False,True,False,False,False,False,Dairies,Fermented Milk Products
Shreddies,Nestle,B,4,gluten,364.0,1.8,0.3,70.0,13.0,12.0,11.0,0.72,0.288,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Creamed Coconut Block,Blue Dragon,D,1,nuts,685.0,64.0,58.0,14.0,5.8,0.0,7.2,0.04,0.016,False,False,False,False,False,False,Plant Based Foods And Beverages,Cooking Helpers
Classic Chicken,New Covent Garden Soup Co,B,3,"chicken, milk",51.1,2.29,1.43,5.54,0.571,0.143,1.96,0.124,0.0496,False,True,False,False,False,False,Meals,Reheatable Soups
Marhaba,Marhaba,E,4,"milk, nuts, soybeans",537.0,32.7,32.7,55.3,55.3,2.4,5.6,5.0,2.0,False,True,True,True,False,False,Chocolat A Tartiner,Unknown
Unknown Product,Unknown,UNKNOWN,0,unknown,477.5,22.0,8.0,59.0,26.0,4.1,7.1,0.42,0.168,False,False,False,False,False,False,Snacks,Biscuits And Cakes
Olive Pomace Oil,Huile,UNKNOWN,2,milk,900.0,100.0,16.8,40.0,3.6,4.8,8.0,0.0,0.0,False,True,False,False,False,False,Plant Based Foods And Beverages,Fats
"Cookie Crisp,Nestl","Cookie Crisp,Nestl",C,4,"gluten, nuts, peanuts",393.0,5.2,0.9,78.0,22.4,6.0,6.7,0.66,0.264,True,False,True,False,False,False,Plant Based Foods And Beverages,Breakfasts
Kinder Country,"Kinder, Ferrero",E,4,"gluten, milk, soybeans",561.0,33.8,21.9,54.9,49.1,2.0,8.6,0.275,0.11,True,True,False,True,False,False,Snacks,Cocoa And Its Products
Nutella,Ferrero,E,4,"milk, nuts, soybeans",539.0,30.9,10.6,57.5,56.3,3.0,6.3,0.11,0.044,False,True,True,True,False,False,Breakfasts,Sweet Spreads
Sweet Salty Popcorn,Proper Corn,B,4,unknown,464.0,20.7,0.0,56.4,1.43,1.43,7.86,0.0,0.0,False,False,False,False,False,False,Snacks,Popcorn
Press Up Moyen,Jaouda,E,0,unknown,37.0,0.0,0.0,8.7,4.5,0.2,0.1,2.5,1.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
La Hollandaise,La Hollandaise,D,4,milk,270.0,21.0,12.0,4.4,6.0,0.0,9.0,1.5,0.6,False,True,False,False,False,False,Dairies,Fermented Milk Products
St Hubert Omega Sans Huile De Palme G Doux,"St Hubert, St Hubert Omega",D,4,soybeans,468.0,52.0,17.0,0.0,0.0,4.8,0.0,0.42,0.168,False,False,False,True,False,False,Plant Based Foods And Beverages,Fats
Gocciole Classiche Pav Gr,Pavesi,E,4,"eggs, gluten, milk, soybeans",488.0,22.0,6.2,64.0,22.0,4.1,6.5,0.53,0.212,True,True,False,True,False,False,Snacks,Biscuits And Cakes
Pelotazos,"Cheetos,Pepsico",D,4,milk,520.0,27.8,4.0,61.4,6.5,1.4,5.4,1.6,0.64,False,True,False,False,False,False,Snacks,Appetizers
Protein Salted Caramel Peanuts,Nature Valley,D,4,"milk, nuts, peanuts, soybeans",495.0,29.5,6.75,26.0,15.8,10.8,26.0,0.925,0.37,False,True,True,True,False,False,Plant Based Foods And Beverages,Snacks
Colmans Mustard,Colmans,E,4,"gluten, mustard",190.0,10.0,0.7,16.0,11.0,3.0,6.6,8.4,3.36,True,False,False,False,False,False,Condiments,Mustards
Olive Spray Oil,Fry Light,B,4,unknown,481.0,49.5,7.1,0.1,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Fats
Tomatocy French Puy Green Lentils,Merchant Gourmet,A,4,"sulphites, sulphur-dioxide-and-sulphites",142.0,4.1,0.7,16.0,3.3,3.3,8.3,0.00175,0.0007,False,False,False,False,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Houmous,"The Deli,Aldi",B,3,sesame-seeds,302.0,23.4,2.4,12.4,0.6,5.4,7.8,0.64,0.256,False,False,False,False,False,False,Plant Based Foods And Beverages,Condiments
